username,pesan,label,label_angka,case_folding,cleaning,hasil_stopwords,tweet_tokens,tweet_stemmer
@xjrun,Pak Anies peduli dengan toleransi umat beragama,positif,1,pak anies peduli dengan toleransi umat beragama,pak anies peduli dengan toleransi umat beragama,anies peduli toleransi umat beragama,"['anies', 'peduli', 'toleransi', 'umat', 'beragama']","['anies', 'peduli', 'toleransi', 'umat', 'agama']"
@BubutMotor,Salahnya pak anies apa sih? Apa lu sakit hati gara2 jagoan lu kalah pilkada?,netral,0,salahnya pak anies apa sih? apa lu sakit hati gara2 jagoan lu kalah pilkada?,salahnya pak anies apa sih apa lu sakit hati gara jagoan lu kalah pilkada,salahnya anies sakit hati gara jagoan kalah pilkada,"['salahnya', 'anies', 'sakit', 'hati', 'gara', 'jagoan', 'kalah', 'pilkada']","['salah', 'anies', 'sakit', 'hati', 'gara', 'jago', 'kalah', 'pilkada']"
@vergrld,Anies sukses mensejahterakan para rakyatnya ya,positif,1,anies sukses mensejahterakan para rakyatnya ya,anies sukses mensejahterakan para rakyatnya ya,anies sukses mensejahterakan rakyatnya,"['anies', 'sukses', 'mensejahterakan', 'rakyatnya']","['anies', 'sukses', 'sejahtera', 'rakyat']"
@diahnya_sastro,"Janganlah si songong ini dijejerin pk anies,  cukup sma ahy dah gk ada lain yg cocok",positif,1,"janganlah si songong ini dijejerin pk anies,  cukup sma ahy dah gk ada lain yg cocok",janganlah si songong ini dijejerin pk anies cukup sma ahy dah gk ada lain yg cocok,songong dijejerin pk anies sma ahy cocok,"['songong', 'dijejerin', 'pk', 'anies', 'sma', 'ahy', 'cocok']","['songong', 'dijejerin', 'pk', 'anies', 'sma', 'ahy', 'cocok']"
@diazika81,"Jakarta Mendunia Guys . Era Anies Jakarta Top Markotop. 
Jangan oedulikan bullyan guys, Senyumin aza Dan tetap dukung Anies.

Dear Admin @ Jgn di hapus ya twitnya, Thanks.",negatif,-1,"jakarta mendunia guys . era anies jakarta top markotop. 
jangan oedulikan bullyan guys, senyumin aza dan tetap dukung anies.

dear admin @ jgn di hapus ya twitnya, thanks.",jakarta mendunia guys era anies jakarta top markotop jangan oedulikan bullyan guys senyumin aza dan tetap dukung anies dear admin jgn di hapus ya twitnya thanks,jakarta mendunia era anies jakarta top markotop oedulikan bullyan senyumin aza dukung anies dear admin hapus twitnya,"['jakarta', 'mendunia', 'era', 'anies', 'jakarta', 'top', 'markotop', 'oedulikan', 'bullyan', 'senyumin', 'aza', 'dukung', 'anies', 'dear', 'admin', 'hapus', 'twitnya']","['jakarta', 'dunia', 'era', 'anies', 'jakarta', 'top', 'markotop', 'oedulikan', 'bullyan', 'senyumin', 'aza', 'dukung', 'anies', 'dear', 'admin', 'hapus', 'twitnya']"
@HelmiFelis_,"Melihat ekstensifnya relawan Anies Baswedan tidak mungkin Anies dikalahkan lewat pemilu Jurdil

Tentu akan banyak ketidak adilan, negatif campaigne, penggelembungan suara jika Anies Baswesan kalah di Pilpres nanti

.",negatif,-1,"melihat ekstensifnya relawan anies baswedan tidak mungkin anies dikalahkan lewat pemilu jurdil

tentu akan banyak ketidak adilan, negatif campaigne, penggelembungan suara jika anies baswesan kalah di pilpres nanti

.",melihat ekstensifnya relawan anies baswedan tidak mungkin anies dikalahkan lewat pemilu jurdil tentu akan banyak ketidak adilan negatif campaigne penggelembungan suara jika anies baswesan kalah di pilpres nanti,ekstensifnya relawan anies baswedan anies dikalahkan pemilu jurdil ketidak adilan negatif campaigne penggelembungan suara anies baswesan kalah pilpres,"['ekstensifnya', 'relawan', 'anies', 'baswedan', 'anies', 'dikalahkan', 'pemilu', 'jurdil', 'ketidak', 'adilan', 'negatif', 'campaigne', 'penggelembungan', 'suara', 'anies', 'baswesan', 'kalah', 'pilpres']","['ekstensif', 'rawan', 'anies', 'baswedan', 'anies', 'kalah', 'milu', 'jurdil', 'tidak', 'adil', 'negatif', 'campaigne', 'gelembung', 'suara', 'anies', 'baswesan', 'kalah', 'pilpres']"
@coozixl,Pak Anies ahli dalam berkomunikasi,positif,1,pak anies ahli dalam berkomunikasi,pak anies ahli dalam berkomunikasi,anies ahli berkomunikasi,"['anies', 'ahli', 'berkomunikasi']","['anies', 'ahli', 'komunikasi']"
@im_haseje,Pak Anies peduli dengan kenyamanan umat beragama dalam beribadah,positif,1,pak anies peduli dengan kenyamanan umat beragama dalam beribadah,pak anies peduli dengan kenyamanan umat beragama dalam beribadah,anies peduli kenyamanan umat beragama beribadah,"['anies', 'peduli', 'kenyamanan', 'umat', 'beragama', 'beribadah']","['anies', 'peduli', 'nyaman', 'umat', 'agama', 'ibadah']"
@Budionotaslim3,"Klo itu benar,Insya Alloh pak Anies 2024 menjadi Presiden prasasti yg ditanda tangani orang lain lebih baik dicopot,rakyat Indonesia bahkan dunia tahu siapa yg membangun JIS",positif,1,"klo itu benar,insya alloh pak anies 2024 menjadi presiden prasasti yg ditanda tangani orang lain lebih baik dicopot,rakyat indonesia bahkan dunia tahu siapa yg membangun jis",klo itu benarinsya alloh pak anies menjadi presiden prasasti yg ditanda tangani orang lain lebih baik dicopotrakyat indonesia bahkan dunia tahu siapa yg membangun jis,benarinsya alloh anies presiden prasasti ditanda tangani orang dicopotrakyat indonesia dunia membangun jis,"['benarinsya', 'alloh', 'anies', 'presiden', 'prasasti', 'ditanda', 'tangani', 'orang', 'dicopotrakyat', 'indonesia', 'dunia', 'membangun', 'jis']","['benarinsya', 'alloh', 'anies', 'presiden', 'prasasti', 'tanda', 'tangan', 'orang', 'dicopotrakyat', 'indonesia', 'dunia', 'bangun', 'jis']"
@noanverse,Pak Anies sukses loh jadi gubernur Jakarta,positif,1,pak anies sukses loh jadi gubernur jakarta,pak anies sukses loh jadi gubernur jakarta,anies sukses gubernur jakarta,"['anies', 'sukses', 'gubernur', 'jakarta']","['anies', 'sukses', 'gubernur', 'jakarta']"
@enermge,Pak Anies peka dalam merespon masalah yg dihadapi warga,negatif,-1,pak anies peka dalam merespon masalah yg dihadapi warga,pak anies peka dalam merespon masalah yg dihadapi warga,anies peka merespon dihadapi warga,"['anies', 'peka', 'merespon', 'dihadapi', 'warga']","['anies', 'peka', 'merespon', 'hadap', 'warga']"
,Anies sukses meningkatkan kualitas pendidikan di Indonesia,positif,1,anies sukses meningkatkan kualitas pendidikan di indonesia,anies sukses meningkatkan kualitas pendidikan di indonesia,anies sukses meningkatkan kualitas pendidikan indonesia,"['anies', 'sukses', 'meningkatkan', 'kualitas', 'pendidikan', 'indonesia']","['anies', 'sukses', 'tingkat', 'kualitas', 'didik', 'indonesia']"
@bachrum_achmadi,"Campakkan itu hsl survei berbayar. Kita belajar dr Pilkada DKI Jkrt sdh ckp sbgai fakta. Mknya mrk sngt kuatir Anies maju pilpres.

Dulu muncung para surveyor itu berlomba2 jagokan Ahok-Djarot. Bgitu Ahok-Djarot keok mrk ngeles macam2. 

Telek kebolah sama klen! ",positif,1,"campakkan itu hsl survei berbayar. kita belajar dr pilkada dki jkrt sdh ckp sbgai fakta. mknya mrk sngt kuatir anies maju pilpres.

dulu muncung para surveyor itu berlomba2 jagokan ahok-djarot. bgitu ahok-djarot keok mrk ngeles macam2. 

telek kebolah sama klen! ",campakkan itu hsl survei berbayar kita belajar dr pilkada dki jkrt sdh ckp sbgai fakta mknya mrk sngt kuatir anies maju pilpres dulu muncung para surveyor itu berlomba jagokan ahokdjarot bgitu ahokdjarot keok mrk ngeles macam telek kebolah sama klen,campakkan hsl survei berbayar belajar dr pilkada dki jkrt ckp sbgai fakta mknya mrk sngt kuatir anies maju pilpres muncung surveyor berlomba jagokan ahokdjarot bgitu ahokdjarot keok mrk ngeles telek kebolah klen,"['campakkan', 'hsl', 'survei', 'berbayar', 'belajar', 'dr', 'pilkada', 'dki', 'jkrt', 'ckp', 'sbgai', 'fakta', 'mknya', 'mrk', 'sngt', 'kuatir', 'anies', 'maju', 'pilpres', 'muncung', 'surveyor', 'berlomba', 'jagokan', 'ahokdjarot', 'bgitu', 'ahokdjarot', 'keok', 'mrk', 'ngeles', 'telek', 'kebolah', 'klen']","['campak', 'hsl', 'survei', 'bayar', 'ajar', 'dr', 'pilkada', 'dki', 'jkrt', 'ckp', 'sbgai', 'fakta', 'mknya', 'mrk', 'sngt', 'kuatir', 'anies', 'maju', 'pilpres', 'muncung', 'surveyor', 'lomba', 'jago', 'ahokdjarot', 'bgitu', 'ahokdjarot', 'keok', 'mrk', 'ngeles', 'telek', 'kebo', 'klen']"
@peachyseokjinz,Anies sukses loh dalam mengurangi angka covid pada masa pandemi,netral,0,anies sukses loh dalam mengurangi angka covid pada masa pandemi,anies sukses loh dalam mengurangi angka covid pada masa pandemi,anies sukses mengurangi angka covid pandemi,"['anies', 'sukses', 'mengurangi', 'angka', 'covid', 'pandemi']","['anies', 'sukses', 'kurang', 'angka', 'covid', 'pandemi']"
@iyo_azza,"Mereka penguasa seperti makan buah simalakama, tidak dipake tapi itu stadion paling megah di ibukota, dipake gengsi karena pak Anies yang buat, ",positif,1,"mereka penguasa seperti makan buah simalakama, tidak dipake tapi itu stadion paling megah di ibukota, dipake gengsi karena pak anies yang buat, ",mereka penguasa seperti makan buah simalakama tidak dipake tapi itu stadion paling megah di ibukota dipake gengsi karena pak anies yang buat,penguasa makan buah simalakama dipake stadion megah ibukota dipake gengsi anies,"['penguasa', 'makan', 'buah', 'simalakama', 'dipake', 'stadion', 'megah', 'ibukota', 'dipake', 'gengsi', 'anies']","['kuasa', 'makan', 'buah', 'simalakama', 'dipake', 'stadion', 'megah', 'ibukota', 'dipake', 'gengsi', 'anies']"
@enermge,Anies tekun mengajari tanpa menggurui,positif,1,anies tekun mengajari tanpa menggurui,anies tekun mengajari tanpa menggurui,anies tekun mengajari menggurui,"['anies', 'tekun', 'mengajari', 'menggurui']","['anies', 'tekun', 'ajar', 'guru']"
@Ulfikusumaa,Sosok pemimpin seperti Anies peduli kepada lingkungan,positif,1,sosok pemimpin seperti anies peduli kepada lingkungan,sosok pemimpin seperti anies peduli kepada lingkungan,sosok pemimpin anies peduli lingkungan,"['sosok', 'pemimpin', 'anies', 'peduli', 'lingkungan']","['sosok', 'pimpin', 'anies', 'peduli', 'lingkung']"
,Kalian pilih Bpk Ganjar - Anies - Prabowo?,positif,1,kalian pilih bpk ganjar - anies - prabowo?,kalian pilih bpk ganjar anies prabowo,pilih bpk ganjar anies prabowo,"['pilih', 'bpk', 'ganjar', 'anies', 'prabowo']","['pilih', 'bpk', 'ganjar', 'anies', 'prabowo']"
@coozixl,Pak Anies sukses mencetak banyak prestasi saat menjadi gubernur Jakarta,positif,1,pak anies sukses mencetak banyak prestasi saat menjadi gubernur jakarta,pak anies sukses mencetak banyak prestasi saat menjadi gubernur jakarta,anies sukses mencetak prestasi gubernur jakarta,"['anies', 'sukses', 'mencetak', 'prestasi', 'gubernur', 'jakarta']","['anies', 'sukses', 'cetak', 'prestasi', 'gubernur', 'jakarta']"
@scraspe,Anies tekun berkiprah di dunia pendidikan,positif,1,anies tekun berkiprah di dunia pendidikan,anies tekun berkiprah di dunia pendidikan,anies tekun berkiprah dunia pendidikan,"['anies', 'tekun', 'berkiprah', 'dunia', 'pendidikan']","['anies', 'tekun', 'kiprah', 'dunia', 'didik']"
@bachrum_achmadi,"PDIP Sebut Pembangunan JIS Agenda Kampanye Murahan Anies Baswedan.

Si Gilbert Simanjuntak ini sakit hati & dengkinya luar biasa ke Anies, kekalahan Ahok-Djarot benar2 menyiksanya.

Lupa dia GBK dipake kegiatan parpol mcm PDIP, lupa dia Kertajati tdk ssuai fungsinya! ",negatif,-1,"pdip sebut pembangunan jis agenda kampanye murahan anies baswedan.

si gilbert simanjuntak ini sakit hati & dengkinya luar biasa ke anies, kekalahan ahok-djarot benar2 menyiksanya.

lupa dia gbk dipake kegiatan parpol mcm pdip, lupa dia kertajati tdk ssuai fungsinya! ",pdip sebut pembangunan jis agenda kampanye murahan anies baswedan si gilbert simanjuntak ini sakit hati dengkinya luar biasa ke anies kekalahan ahokdjarot benar menyiksanya lupa dia gbk dipake kegiatan parpol mcm pdip lupa dia kertajati tdk ssuai fungsinya,pdip pembangunan jis agenda kampanye murahan anies baswedan gilbert simanjuntak sakit hati dengkinya anies kekalahan ahokdjarot menyiksanya lupa gbk dipake kegiatan parpol mcm pdip lupa kertajati ssuai fungsinya,"['pdip', 'pembangunan', 'jis', 'agenda', 'kampanye', 'murahan', 'anies', 'baswedan', 'gilbert', 'simanjuntak', 'sakit', 'hati', 'dengkinya', 'anies', 'kekalahan', 'ahokdjarot', 'menyiksanya', 'lupa', 'gbk', 'dipake', 'kegiatan', 'parpol', 'mcm', 'pdip', 'lupa', 'kertajati', 'ssuai', 'fungsinya']","['pdip', 'bangun', 'jis', 'agenda', 'kampanye', 'murah', 'anies', 'baswedan', 'gilbert', 'simanjuntak', 'sakit', 'hati', 'dengki', 'anies', 'kalah', 'ahokdjarot', 'siksa', 'lupa', 'gbk', 'dipake', 'giat', 'parpol', 'mcm', 'pdip', 'lupa', 'kertajati', 'ssuai', 'fungsi']"
@changamar3,"Yakin aja sama kekuasa'an Alloh swt..
Karna alloh swt kuasa akan segalanya
Dan akhirnya kebenaran akan mencari jalan nya sendiri..HASBUNAULLOH WANI'MAL WAKIL NI'MAL MAULA WA'MAN NASHIIR..
Semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swt..aamiin",positif,1,"yakin aja sama kekuasa'an alloh swt..
karna alloh swt kuasa akan segalanya
dan akhirnya kebenaran akan mencari jalan nya sendiri..hasbunaulloh wani'mal wakil ni'mal maula wa'man nashiir..
semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swt..aamiin",yakin aja sama kekuasaan alloh swt karna alloh swt kuasa akan segalanya dan akhirnya kebenaran akan mencari jalan nya sendirihasbunaulloh wanimal wakil nimal maula waman nashiir semoga pak anies sehat sllu dan senantiasa dalam perlindungan alloh swtaamiin,kekuasaan alloh swt karna alloh swt kuasa kebenaran mencari jalan sendirihasbunaulloh wanimal wakil nimal maula waman nashiir semoga anies sehat sllu senantiasa perlindungan alloh swtaamiin,"['kekuasaan', 'alloh', 'swt', 'karna', 'alloh', 'swt', 'kuasa', 'kebenaran', 'mencari', 'jalan', 'sendirihasbunaulloh', 'wanimal', 'wakil', 'nimal', 'maula', 'waman', 'nashiir', 'semoga', 'anies', 'sehat', 'sllu', 'senantiasa', 'perlindungan', 'alloh', 'swtaamiin']","['kuasa', 'alloh', 'swt', 'karna', 'alloh', 'swt', 'kuasa', 'benar', 'cari', 'jalan', 'sendirihasbunaulloh', 'wanimal', 'wakil', 'nimal', 'maula', 'waman', 'nashiir', 'moga', 'anies', 'sehat', 'sllu', 'senantiasa', 'lindung', 'alloh', 'swtaamiin']"
@ch_chotimah2,"Membiarkan Nasdem dikabinet pdhl sdh mendukung Anies.
Membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan Ganjar.

Knp pak Jokowi melakukan itu?
Biar seluruh rakyat Indonesia tau betapa ga tau malunya lawan politik Jokowi selama ini, seperti dulu PAN, sdh… Show more",negatif,-1,"membiarkan nasdem dikabinet pdhl sdh mendukung anies.
membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan ganjar.

knp pak jokowi melakukan itu?
biar seluruh rakyat indonesia tau betapa ga tau malunya lawan politik jokowi selama ini, seperti dulu pan, sdh… show more",membiarkan nasdem dikabinet pdhl sdh mendukung anies membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan ganjar knp pak jokowi melakukan itu biar seluruh rakyat indonesia tau betapa ga tau malunya lawan politik jokowi selama ini seperti dulu pan sdh show more,membiarkan nasdem dikabinet mendukung anies membiarkan prabowo memanfaatkan nama fotonya partainya mencalonkan ganjar jokowi rakyat indonesia betapa malunya lawan politik jokowi pan show more,"['membiarkan', 'nasdem', 'dikabinet', 'mendukung', 'anies', 'membiarkan', 'prabowo', 'memanfaatkan', 'nama', 'fotonya', 'partainya', 'mencalonkan', 'ganjar', 'jokowi', 'rakyat', 'indonesia', 'betapa', 'malunya', 'lawan', 'politik', 'jokowi', 'pan', 'show', 'more']","['biar', 'nasdem', 'kabinet', 'dukung', 'anies', 'biar', 'prabowo', 'manfaat', 'nama', 'foto', 'partai', 'calon', 'ganjar', 'jokowi', 'rakyat', 'indonesia', 'betapa', 'malu', 'lawan', 'politik', 'jokowi', 'pan', 'show', 'more']"
@bachrum_achmadi,"PDIP Sebut Pembangunan JIS Agenda Kampanye Murahan Anies Baswedan.

Si Gilbert Simanjuntak ini sakit hati & dengkinya luar biasa ke Anies, kekalahan Ahok-Djarot benar2 menyiksanya.

Lupa dia GBK dipake kegiatan parpol mcm PDIP, lupa dia Kertajati tdk ssuai fungsinya! ",negatif,-1,"pdip sebut pembangunan jis agenda kampanye murahan anies baswedan.

si gilbert simanjuntak ini sakit hati & dengkinya luar biasa ke anies, kekalahan ahok-djarot benar2 menyiksanya.

lupa dia gbk dipake kegiatan parpol mcm pdip, lupa dia kertajati tdk ssuai fungsinya! ",pdip sebut pembangunan jis agenda kampanye murahan anies baswedan si gilbert simanjuntak ini sakit hati dengkinya luar biasa ke anies kekalahan ahokdjarot benar menyiksanya lupa dia gbk dipake kegiatan parpol mcm pdip lupa dia kertajati tdk ssuai fungsinya,pdip pembangunan jis agenda kampanye murahan anies baswedan gilbert simanjuntak sakit hati dengkinya anies kekalahan ahokdjarot menyiksanya lupa gbk dipake kegiatan parpol mcm pdip lupa kertajati ssuai fungsinya,"['pdip', 'pembangunan', 'jis', 'agenda', 'kampanye', 'murahan', 'anies', 'baswedan', 'gilbert', 'simanjuntak', 'sakit', 'hati', 'dengkinya', 'anies', 'kekalahan', 'ahokdjarot', 'menyiksanya', 'lupa', 'gbk', 'dipake', 'kegiatan', 'parpol', 'mcm', 'pdip', 'lupa', 'kertajati', 'ssuai', 'fungsinya']","['pdip', 'bangun', 'jis', 'agenda', 'kampanye', 'murah', 'anies', 'baswedan', 'gilbert', 'simanjuntak', 'sakit', 'hati', 'dengki', 'anies', 'kalah', 'ahokdjarot', 'siksa', 'lupa', 'gbk', 'dipake', 'giat', 'parpol', 'mcm', 'pdip', 'lupa', 'kertajati', 'ssuai', 'fungsi']"
@satriohendri,"Nah, apakah benar Pak Prabowo dapat ilmu dari Pak Jokowi untuk menang Pilpres seperti yang dikatakan Prabowo? Menurut saya tidak, Prabowo hanya dapat ilmu cara jadi pejabat yang disukai rakyat dari Jokowi bukan tentang cara menang Pilpres. Ilmu satu ini gak akan diajarkan #Hensat",positif,1,"nah, apakah benar pak prabowo dapat ilmu dari pak jokowi untuk menang pilpres seperti yang dikatakan prabowo? menurut saya tidak, prabowo hanya dapat ilmu cara jadi pejabat yang disukai rakyat dari jokowi bukan tentang cara menang pilpres. ilmu satu ini gak akan diajarkan #hensat",nah apakah benar pak prabowo dapat ilmu dari pak jokowi untuk menang pilpres seperti yang dikatakan prabowo menurut saya tidak prabowo hanya dapat ilmu cara jadi pejabat yang disukai rakyat dari jokowi bukan tentang cara menang pilpres ilmu satu ini gak akan diajarkan hensat,prabowo ilmu jokowi menang pilpres prabowo prabowo ilmu pejabat disukai rakyat jokowi menang pilpres ilmu diajarkan hensat,"['prabowo', 'ilmu', 'jokowi', 'menang', 'pilpres', 'prabowo', 'prabowo', 'ilmu', 'pejabat', 'disukai', 'rakyat', 'jokowi', 'menang', 'pilpres', 'ilmu', 'diajarkan', 'hensat']","['prabowo', 'ilmu', 'jokowi', 'menang', 'pilpres', 'prabowo', 'prabowo', 'ilmu', 'jabat', 'suka', 'rakyat', 'jokowi', 'menang', 'pilpres', 'ilmu', 'ajar', 'hensat']"
@userandror,"Gua heran dah, sama pendukung Anies ni, gk mau bgt disenggol. Semisalkan JIS ada kekurangan, ya harus diperbaiki, buat kepentingan bersama juga. Gk usah dikit2 politik gitu. Prestasi Anies emg bangun JIS doang apa??? Yang bikin rame tuh kelompok kalian sebenernya.",negatif,-1,"gua heran dah, sama pendukung anies ni, gk mau bgt disenggol. semisalkan jis ada kekurangan, ya harus diperbaiki, buat kepentingan bersama juga. gk usah dikit2 politik gitu. prestasi anies emg bangun jis doang apa??? yang bikin rame tuh kelompok kalian sebenernya.",gua heran dah sama pendukung anies ni gk mau bgt disenggol semisalkan jis ada kekurangan ya harus diperbaiki buat kepentingan bersama juga gk usah dikit politik gitu prestasi anies emg bangun jis doang apa yang bikin rame tuh kelompok kalian sebenernya,heran pendukung anies disenggol semisalkan jis kekurangan diperbaiki kepentingan dikit politik gitu prestasi anies emg bangun jis rame kelompok sebenernya,"['heran', 'pendukung', 'anies', 'disenggol', 'semisalkan', 'jis', 'kekurangan', 'diperbaiki', 'kepentingan', 'dikit', 'politik', 'gitu', 'prestasi', 'anies', 'emg', 'bangun', 'jis', 'rame', 'kelompok', 'sebenernya']","['heran', 'dukung', 'anies', 'senggol', 'misal', 'jis', 'kurang', 'baik', 'penting', 'dikit', 'politik', 'gitu', 'prestasi', 'anies', 'emg', 'bangun', 'jis', 'rame', 'kelompok', 'sebenernya']"
@kurawa,"Peta Keberpihakan sampai dengan hari ini TV nasional utk Capres :

Anies :
Metro TV
Viva Group
Trans Group

Ganjar :
MNC Group

Prabowo :
----

Kemungkinan Akan berubah ada setelah Cawapres diumumkan",positif,1,"peta keberpihakan sampai dengan hari ini tv nasional utk capres :

anies :
metro tv
viva group
trans group

ganjar :
mnc group

prabowo :
----

kemungkinan akan berubah ada setelah cawapres diumumkan",peta keberpihakan sampai dengan hari ini tv nasional utk capres anies metro tv viva group trans group ganjar mnc group prabowo kemungkinan akan berubah ada setelah cawapres diumumkan,peta keberpihakan tv nasional capres anies metro tv viva group trans group ganjar mnc group prabowo berubah cawapres diumumkan,"['peta', 'keberpihakan', 'tv', 'nasional', 'capres', 'anies', 'metro', 'tv', 'viva', 'group', 'trans', 'group', 'ganjar', 'mnc', 'group', 'prabowo', 'berubah', 'cawapres', 'diumumkan']","['peta', 'pihak', 'tv', 'nasional', 'capres', 'anies', 'metro', 'tv', 'viva', 'group', 'trans', 'group', 'ganjar', 'mnc', 'group', 'prabowo', 'ubah', 'cawapres', 'umum']"
@lenny1_rose,"ini kata2 SONGONG ato SOMBONG ,GAK layak jadi cawapres PAK ANIES, pak ANIES itu orangnya SANTUN ,berbanding terbalik dengan SONGONG dan SOMBONG",negatif,-1,"ini kata2 songong ato sombong ,gak layak jadi cawapres pak anies, pak anies itu orangnya santun ,berbanding terbalik dengan songong dan sombong",ini kata songong ato sombong gak layak jadi cawapres pak anies pak anies itu orangnya santun berbanding terbalik dengan songong dan sombong,songong ato sombong layak cawapres anies anies orangnya santun berbanding terbalik songong sombong,"['songong', 'ato', 'sombong', 'layak', 'cawapres', 'anies', 'anies', 'orangnya', 'santun', 'berbanding', 'terbalik', 'songong', 'sombong']","['songong', 'ato', 'sombong', 'layak', 'cawapres', 'anies', 'anies', 'orang', 'santun', 'banding', 'balik', 'songong', 'sombong']"
@opaswifey,Anies sukses memperjuangkan hak-hak semua kalangan loh,positif,1,anies sukses memperjuangkan hak-hak semua kalangan loh,anies sukses memperjuangkan hakhak semua kalangan loh,anies sukses memperjuangkan hakhak kalangan,"['anies', 'sukses', 'memperjuangkan', 'hakhak', 'kalangan']","['anies', 'sukses', 'juang', 'hakhak', 'kalang']"
@scraspe,Pak Anies ahli dan sangat responsif ya dengan permasalahan rakyat,positif,1,pak anies ahli dan sangat responsif ya dengan permasalahan rakyat,pak anies ahli dan sangat responsif ya dengan permasalahan rakyat,anies ahli responsif permasalahan rakyat,"['anies', 'ahli', 'responsif', 'permasalahan', 'rakyat']","['anies', 'ahli', 'responsif', 'masalah', 'rakyat']"
@Haidararrash,"@mohmahfudmd
 . kecium duit 70 milyar ngga pak disini",netral,0,"@mohmahfudmd
 . kecium duit 70 milyar ngga pak disini",kecium duit milyar ngga pak disini,kecium duit milyar,"['kecium', 'duit', 'milyar']","['cium', 'duit', 'milyar']"
@PenunggangHati,"Rumusnya begini :

JIS vs simpang susun semanggi
Sirkuit FE vs simpang susun semanggi
Kp. Aquarium vs simpang susun semanggi
Halte Sudirman vs simpang susun semanggi

Jadi semua hasil karya Anies cuma vs simpang susun semanggi, karena ga ada lg yg bisa dibanggakan",netral,0,"rumusnya begini :

jis vs simpang susun semanggi
sirkuit fe vs simpang susun semanggi
kp. aquarium vs simpang susun semanggi
halte sudirman vs simpang susun semanggi

jadi semua hasil karya anies cuma vs simpang susun semanggi, karena ga ada lg yg bisa dibanggakan",rumusnya begini jis vs simpang susun semanggi sirkuit fe vs simpang susun semanggi kp aquarium vs simpang susun semanggi halte sudirman vs simpang susun semanggi jadi semua hasil karya anies cuma vs simpang susun semanggi karena ga ada lg yg bisa dibanggakan,rumusnya jis vs simpang susun semanggi sirkuit fe vs simpang susun semanggi kp aquarium vs simpang susun semanggi halte sudirman vs simpang susun semanggi hasil karya anies vs simpang susun semanggi dibanggakan,"['rumusnya', 'jis', 'vs', 'simpang', 'susun', 'semanggi', 'sirkuit', 'fe', 'vs', 'simpang', 'susun', 'semanggi', 'kp', 'aquarium', 'vs', 'simpang', 'susun', 'semanggi', 'halte', 'sudirman', 'vs', 'simpang', 'susun', 'semanggi', 'hasil', 'karya', 'anies', 'vs', 'simpang', 'susun', 'semanggi', 'dibanggakan']","['rumus', 'jis', 'vs', 'simpang', 'susun', 'semanggi', 'sirkuit', 'fe', 'vs', 'simpang', 'susun', 'semanggi', 'kp', 'aquarium', 'vs', 'simpang', 'susun', 'semanggi', 'halte', 'sudirman', 'vs', 'simpang', 'susun', 'semanggi', 'hasil', 'karya', 'anies', 'vs', 'simpang', 'susun', 'semanggi', 'bangga']"
@lenny1_rose,"ini kata2 SONGONG ato SOMBONG ,GAK layak jadi cawapres PAK ANIES, pak ANIES itu orangnya SANTUN ,berbanding terbalik dengan SONGONG dan SOMBONG",negatif,-1,"ini kata2 songong ato sombong ,gak layak jadi cawapres pak anies, pak anies itu orangnya santun ,berbanding terbalik dengan songong dan sombong",ini kata songong ato sombong gak layak jadi cawapres pak anies pak anies itu orangnya santun berbanding terbalik dengan songong dan sombong,songong ato sombong layak cawapres anies anies orangnya santun berbanding terbalik songong sombong,"['songong', 'ato', 'sombong', 'layak', 'cawapres', 'anies', 'anies', 'orangnya', 'santun', 'berbanding', 'terbalik', 'songong', 'sombong']","['songong', 'ato', 'sombong', 'layak', 'cawapres', 'anies', 'anies', 'orang', 'santun', 'banding', 'balik', 'songong', 'sombong']"
@NobowoNonowo,"Katanya Anies itu pecatan.
Katanya Anies itu pengangguran.

Kok pada kelojotan dan menyerbu Anies dgn segala kekuatan?

Hayoooo kenapaaaaa ",negatif,-1,"katanya anies itu pecatan.
katanya anies itu pengangguran.

kok pada kelojotan dan menyerbu anies dgn segala kekuatan?

hayoooo kenapaaaaa ",katanya anies itu pecatan katanya anies itu pengangguran kok pada kelojotan dan menyerbu anies dgn segala kekuatan hayoooo kenapaaaaa,anies pecatan anies pengangguran kelojotan menyerbu anies kekuatan hayoooo kenapaaaaa,"['anies', 'pecatan', 'anies', 'pengangguran', 'kelojotan', 'menyerbu', 'anies', 'kekuatan', 'hayoooo', 'kenapaaaaa']","['anies', 'pecat', 'anies', 'anggur', 'kelojot', 'serbu', 'anies', 'kuat', 'hayoooo', 'kenapaaaaa']"
