Username,Tweet,Negative Count,Positive Count,Label
PasaribuSaruhum,"@sarah_enjeuLL @FerryNLangelo @aniesbaswedan 𝑲𝒆𝒂𝒏𝒈𝒌𝒖𝒉𝒂𝒏 𝑲𝒆𝒕𝒖𝒓𝒖𝒏𝒂𝒏 𝑮𝒖𝒓𝒖𝒏 𝑨𝒏𝒊𝒔 𝑩, 𝑼𝒎𝒓𝒐𝒉  𝒃𝒊𝒌𝒊𝒏 𝒌𝒐𝒏𝒕𝒆𝒏 𝒔𝒆𝒘𝒂 𝑴𝒐𝒃𝒊𝒍, 𝑲𝒆𝒑𝒂𝒍𝒂 𝑵𝒆𝒈𝒂𝒓𝒂/𝑴𝒆𝒏𝒕𝒆𝒓𝒊 𝑼𝒎𝒓𝒐𝒉 𝒕𝒊𝒅𝒂𝒌 𝒑𝒆𝒓𝒏𝒂𝒉 𝑼𝒏𝒈𝒈𝒂𝒉 𝒔𝒆𝒘𝒂 𝑴𝒐𝒃𝒊𝒍, 𝑺𝒆𝒎𝒐𝒈𝒂 𝑹𝒂𝒌𝒚𝒂𝒕 𝑪𝒆𝒓𝒅𝒂𝒔.",0,0,Neutral
goentz1,"Ia juga meminta para anak muda untuk tidak ragu untuk tampil di depan publik.

#KitaSemuaBetsatu
Prabowo Subianto",2,0,Negative
goentz1,"dalam sambutannya di Hari Lahir (Harlah) ke-63 Pergerakan Mahasiswa Islam Indonesia (PMII) di Benteng Vastenburg, Solo, Jumat (23/6).

#KitaSemuaBersatu 
Prabowo Subianto https://t.co/cNjjIeyfI9",0,0,Neutral
TukimanChu,@marlina_idha @aniesbaswedan Ibadah haji dibuat ajang kampanye. Itu mau berpolitik atau mau ibadah..?,0,1,Positive
dekade_08,"9 Tanda Kalian Udah Bestie Banget

#prabowo #prabowosubianto #jokowi #jokowidodo #bestie #dekade08 #mendingprabowo #terusmajubersamaprabowo https://t.co/qTJegWaSZt",0,1,Positive
ArthaArtha15,"@ch_chotimah2 @Munir_Timur @ganjarpranowo @aniesbaswedan APBD DKI 3kli lipat lebih besar dari Jateng, dan penduduk Jateng 3kali lipat lebih banyak dari DKI , seharusnya angka kemiskinan Jateng naik dibandingkan DKI, masak APBD lebih dikit dan penduduknya lebih banyak malah turun angka kemiskinannya 😏 benar gk bang @Munir_Timur ?",3,4,Positive
san_jaya78,@SalimCipok @ganjarpranowo Kurang meriah tanpa kehadiran melki guk guk guk,1,1,Neutral
MuhsyahrirTulo,"Apapun terjadi ANIES BASWEDAN tetap pilihan ku. 

#SelamatkanAniesBubarkanKPK 
#SelamatkanAniesBubarkanKPK https://t.co/eSYAmr6aTX",0,1,Positive
catatanganjar,"Beberapa netizen mengomentari cuitan orang nomor satu di Jawa Tengah itu. Bahkan tak sedikit yang mendoakannya.   

#ganjarpranowo #catatanganjar #jateng #pilpres2024 #calonpresiden #beritaterkini #pdip #ibu #rindu #ibunda #sayang https://t.co/fSbqPVKCOn",0,0,Neutral
jonputradmc,Respons PDIP soal Kaesang Undang Prabowo Datang ke Podcast - detikNews #jokowi #prabowo #PrabowoSubianto https://t.co/OnWed9p0au,0,0,Neutral
CantikMaskur,@Cozillar_Reborn @Metro_TV @ganjarpranowo @aniesbaswedan 🤔🤣🤣🤣,0,0,Neutral
NovendraPutra4,@Heraloebss @prabowo @aniesbaswedan @ganjarpranowo @jokowi Saya masih bersama Pak Prabowo Subianto,0,1,Positive
yuliaboe1,@Metro_TV @ganjarpranowo @aniesbaswedan Looh bukannya yang kompetisi itu Ganjar dan Prabowo? Anies mah ga masuk hitungan huahahahaha,1,0,Negative
prabowomenyapa8,Kira-kira Pak Prabowo bakal datang gak ya gaes? 🤔#shorts #Prabowo #PrabowoSubianto https://t.co/vvXI9wAKHv,1,0,Negative
hasyim_yasri,@Metro_TV @ganjarpranowo @aniesbaswedan Corong Nasdem yg gini narasinya ya,0,0,Neutral
darmantahu,"@kompascom Lumayan sih dpt saweran 150rb 🤣🤣🤣
mumpung fatwa @MUIPusat blom keluar, terima aje ntar klo pilpres tetap pilihannye @aniesbaswedan 🤣🤣🤣",0,1,Positive
SemetonPrabowo,"Hai Semeton Prabowo

Jalan-jalan ke Pasar Kangen
(Cakep.........) 
2024 Pak Prabowo Jadi Presiden
(Uhuy........)

#prabowomenang2024 #prabowopresiden2024 #kunjunganprabowo #prabowomerakyat #prabowosubianto🇮🇩 #singgahkepasar #pasarkangen #semetonprabowo https://t.co/YwAyJSHFNI",0,0,Neutral
Bersayapamanah,"Wadidaw prabowo buat kebijakan yang aneh

#bukanprabowopresiden
#tolakprabowosubianto
#PrabowoJahat 
#PrabowoSubianto https://t.co/WXLntU9WY3",1,0,Negative
gtobing2903,"Buat pendukung @aniesbaswedan tolong jgn lagi buat aksi ketololan ya ttg piala dunia 
Bgtupun pak @ganjarpranowo @PDI_Perjuangan jgn pada teriak soal apapun jgn rusak suasana 
Bgtupun @MUIPusat @PKSejahtera congor kalian jgn bacot soal LGBT dan masalah Rusia 
🙏🙏🙏 https://t.co/r8D6TF91FE",8,0,Negative
JuiceQU_Ummi,"@yunartowijaya Iya deh...

Pak @aniesbaswedan kan surveynya kalah terus..santuy aja.",1,0,Negative
ERABARU17691191,"GANJAR GIGIT JARI, ACARA DEKLARASINYA SEPI, PENDUKUNGNYA MALAH SAMBUT PRABOWO DI SOLO
https://t.co/Dj8VqRrvtk 
#PrabowoSubianto #GanjarPranowo #AniesBaswedan #AniesBapakToleransiIndonesia https://t.co/ig3FxC66Y5",0,0,Neutral
Alif15399508,@tukangrosok22 @aniesbaswedan Di tanya apa ngomong nya apa,0,0,Neutral
IyanBramastya,"@Metro_TV @ganjarpranowo @aniesbaswedan Plot twist Versi Metro 😃, kenyataannya :
 - Khofifah menolak
 - Mahfud Md gk mau
 - AHY msh lirik kanan kiri 
Yg ada Ondel² yaman cm jd Bacapres 😂",1,0,Negative
putri_lave,"Kecurangan Anies Baswedan saat merebut jabatan Rektor Paramadina adalah bukti sifat aslinya

#TolakAnies #TolakPolitikPencitraan #TenggelamkanAnies https://t.co/gTNC69SSS5",1,0,Negative
OfficialMNCNews,Prabowo Subianto Tiba di Rumah Duka Desmond https://t.co/gC1tsI2AjM https://t.co/TmnIdxdsHR,1,0,Negative
dpcgerindra_pwr,"Mari kita bersama sama bergerak maju membentuk dunia yang lebih baik dan memberikan mereka warisan yang membanggakan.

#mendingprabowo 
#prabowosubianto 
#gerindrajateng 
#gerindrajawatengah 
#prabowo 
#gerindra https://t.co/Le8d6o9bEk",0,3,Positive
Yantidewiii,"Menhan Prabowo Subianto Jadi Macan Ompong Hadapi Tiongkok di Natuna
Titanic
The Simpsons
2024 #MenangTotal
Israel https://t.co/uVpEZ0VXHA",0,0,Neutral
Melpi72,@_qaireen084 @choymarkochoy @makhluk_62 @MuhiqR @Mayapada0812 @abylio_sidiq @a_rogansi @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @NohCeukenohhh @AnKiiim_ @aniesbaswedan Klo benar dia suka bokep emang kenapa....??? Koq kamu yg gilaak hehh....,1,2,Positive
putrapetir_007,@LANGKAHANIES @aniesbaswedan https://t.co/08nmCtEWLX,0,0,Neutral
TlHamid,Kubu sebelah sudah mulai kehilangan akal sehat dan mulai membabibuta menyerang pak @aniesbaswedan  tapi yakin Anies tidak pernah dan tidak akan hina dengan cara² biadab kek gitu. https://t.co/YmWxgk6Xdm,5,3,Negative
celsyanantasya,"@Ganjaran_app @ganjarpranowo Trimaksi relanwan"" pak ganjar sanggateria sekali acara ya.",0,0,Neutral
blackadenium,"#GanjarBuatRIJauhLebihBaik
#PilihGanjarDemiKemajuanRI #SahabatGanjar #GanjarPranowo #Ganjar #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/qqHsc4sE2B",0,0,Neutral
TaufikA33456182,@Dennysiregar7 @ganjarpranowo Hadeuww..masih aja jualan radikal radikul 😅. rakyat bahagia itu kalo gak miskin. hidup tenang itu kalo gak miskuin..dan itu Ganjar gak ada di poin itu. Kok ? Lah dia bikin Jateng prov. no. 2 termiskuin se pulau Jawa. No. 15 termiskuin se NKRI. UMP terendah se NKRI..Clear 😂,5,2,Negative
bina_bima,@gilang_ahm31272 @ganjarpranowo Kerjaan biadab ngelus perut bini org ni https://t.co/7XaALKuO0d,1,0,Negative
